customer_id,mode,query,response,ai_cost,stt_cost,tts_cost,total_cost,input_tokens,output_tokens,audio_duration
sim_user_43,voice,Does Precision Liquid Liner contain alcohol?,Error: Groq API key missing or SDK not installed.,0.0,0.00039922,0.0,0.00039922,0,0,12.947516173719826
sim_user_43,voice,Is Gentle Foam Cleanser good for combination skin?,Error: Groq API key missing or SDK not installed.,0.0,0.00022765,0.0,0.00022765,0,0,7.383204908641142
sim_user_43,voice,What is the price of Soothing Aloe Gel?,Error: Groq API key missing or SDK not installed.,0.0,0.00038366,0.0,0.00038366,0,0,12.442931335921775
sim_user_43,voice,Does Berry Kiss Lipstick contain vitamin C?,Error: Groq API key missing or SDK not installed.,0.0,0.00023345,0.0,0.00023345,0,0,7.571429486523828
sim_user_44,text,What is the price of Daily Daily Moisturizer?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_44,text,What is the price of Lash Primer?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_44,text,Does Soothing Aloe Gel contain aloe vera?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_44,text,I'm looking for something from EyeCatch.,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_44,text,Does Matte Finish Foundation contain parabens?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_45,text,I'm looking for something from ColorPop.,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_45,text,Does Deep Cleanse Charcoal Mask contain aloe vera?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_45,text,"I have sensitive skin, is Vitamin C Radiance Oil suitable for me?",Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_45,text,I'm looking for something from EyeCatch.,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_46,text,Can you tell me about the features of Green Tea Face Mist?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_46,text,Do you have any recommendations for acne-prone skin?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_46,text,Does Precision Liquid Liner contain alcohol?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_46,text,Is Hydra Glow Serum waterproof?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_47,voice,How do I use Hydra Glow Serum?,Error: Groq API key missing or SDK not installed.,0.0,0.0002946,0.0,0.0002946,0,0,9.554591571038397
sim_user_47,voice,Does Vitamin C Radiance Oil contain aloe vera?,Error: Groq API key missing or SDK not installed.,0.0,0.00017508,0.0,0.00017508,0,0,5.678271666464219
sim_user_47,voice,How do I use Night Repair Cream?,Error: Groq API key missing or SDK not installed.,0.0,0.00021353,0.0,0.00021353,0,0,6.925370904141838
sim_user_47,voice,Does Precision Liquid Liner contain fragrance?,Error: Groq API key missing or SDK not installed.,0.0,0.00037981,0.0,0.00037981,0,0,12.318159040446162
sim_user_48,text,What is the price of Lash Primer?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_48,text,Do you have any recommendations for mature skin?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_48,text,What are the main ingredients in Exfoliating Scrub?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_48,text,What is the price of Hydra Glow Serum?,Error: Groq API key missing or SDK not installed.,0.0,0,0,0.0,0,0,0
sim_user_49,voice,I'm looking for something from EyeCatch.,Error: Groq API key missing or SDK not installed.,0.0,0.0001757,0.0,0.0001757,0,0,5.69837945727593
sim_user_49,voice,Is Hydra Glow Serum waterproof?,Error: Groq API key missing or SDK not installed.,0.0,0.00043943,0.0,0.00043943,0,0,14.251735882790094
sim_user_49,voice,Do you have any recommendations for combination skin?,Error: Groq API key missing or SDK not installed.,0.0,0.00042734,0.0,0.00042734,0,0,13.859824609302748
sim_user_49,voice,Is Rose Water Toner waterproof?,Error: Groq API key missing or SDK not installed.,0.0,0.00031566,0.0,0.00031566,0,0,10.237595235887163
sim_user_49,voice,Can you tell me about the features of Hydra Glow Serum?,Error: Groq API key missing or SDK not installed.,0.0,0.00041928,0.0,0.00041928,0,0,13.598388837894417
sim_user_50,voice,Is Lash Primer good for normal skin?,Error: Groq API key missing or SDK not installed.,0.0,0.00035643,0.0,0.00035643,0,0,11.559899365149711
sim_user_50,voice,Can you tell me about the features of Glossy Shine Lip Gloss?,Error: Groq API key missing or SDK not installed.,0.0,0.00019457,0.0,0.00019457,0,0,6.310233281499285
sim_user_50,voice,What is the price of Daily Daily Moisturizer?,Error: Groq API key missing or SDK not installed.,0.0,0.00027044,0.0,0.00027044,0,0,8.77098942050413
sim_user_50,voice,I'm looking for something from ColorPop.,Error: Groq API key missing or SDK not installed.,0.0,0.00021946,0.0,0.00021946,0,0,7.117548931186853
sim_user_50,voice,Is Daily Daily Moisturizer waterproof?,Error: Groq API key missing or SDK not installed.,0.0,0.00018763,0.0,0.00018763,0,0,6.085416138643028
